No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,135,0.03,14,78,7.83
2,this,8175,1.86,29,299,2.96
3,that,13268,3.02,47,298,2.96
4,in,30632,6.98,64,320,2.20
5,a,25446,5.79,52,318,2.17
6,which,11396,2.60,19,299,1.87
7,is,13924,3.17,23,311,1.86
8,is,13924,3.17,22,311,1.79
9,from,9433,2.15,11,310,1.36
10,was,8971,2.04,10,289,1.29
11,as,9493,2.16,10,303,1.21
12,the,126786,28.87,119,321,1.04
13,by,13093,2.98,10,318,0.75
14,in,30632,6.98,18,320,0.37
15,a,25446,5.79,14,318,0.27
16,to,30203,6.88,16,317,0.22
17,of,76412,17.40,39,321,0.16
18,the,126786,28.87,54,321,-0.10
19,of,76412,17.40,26,321,-0.42
