No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,in,28652,6.01,92,216,2.94
2,this,9426,1.98,29,202,2.87
3,is,15334,3.22,31,208,2.27
4,but,5990,1.26,12,201,2.26
5,that,14882,3.12,28,206,2.17
6,i,9426,1.98,15,206,1.92
7,is,15334,3.22,22,208,1.77
8,a,26727,5.61,32,220,1.51
9,be,13518,2.84,11,208,0.96
10,that,14882,3.12,12,206,0.94
11,which,13927,2.92,10,207,0.78
12,the,116692,24.48,76,224,0.63
13,a,26727,5.61,17,220,0.60
14,to,31123,6.53,19,216,0.54
15,and,32659,6.85,17,220,0.31
16,the,116692,24.48,47,224,-0.06
17,of,72706,15.25,23,224,-0.41
18,of,72706,15.25,10,224,-1.61
