No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,remarkable,395,0.16,11,106,5.14
2,that,14254,5.64,148,199,3.71
3,this,9249,3.66,73,199,3.32
4,in,39443,15.62,190,210,2.60
5,may,3695,1.46,11,189,1.91
6,from,11141,4.41,29,201,1.72
7,a,27582,10.92,63,209,1.53
8,is,17265,6.84,39,209,1.51
9,i,8459,3.35,18,197,1.43
10,is,17265,6.84,36,209,1.40
11,which,14359,5.68,28,203,1.30
12,by,17151,6.79,31,209,1.19
13,was,8935,3.54,14,196,0.98
14,it,12991,5.14,20,204,0.96
15,the,149593,59.23,228,210,0.94
16,are,8089,3.20,11,204,0.78
17,a,27582,10.92,29,209,0.41
18,that,14254,5.64,14,199,0.31
19,in,39443,15.62,36,210,0.20
20,the,149593,59.23,135,210,0.19
21,to,32915,13.03,25,209,-0.06
22,by,17151,6.79,13,209,-0.06
23,of,88046,34.86,66,210,-0.08
24,and,38157,15.11,20,210,-0.60
25,to,32915,13.03,14,209,-0.90
26,of,88046,34.86,32,210,-1.12
