No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,109,0.03,9,65,7.29
2,general,799,0.21,8,165,4.25
3,this,7424,1.96,35,271,3.16
4,in,23882,6.30,94,284,2.90
5,that,11194,2.95,40,266,2.76
6,i,7197,1.90,18,274,2.25
7,is,13393,3.53,24,279,1.76
8,which,10267,2.71,17,271,1.65
9,is,13393,3.53,22,279,1.64
10,was,7086,1.87,9,260,1.27
11,a,22405,5.91,26,289,1.14
12,the,99056,26.12,101,288,0.95
13,it,11034,2.91,11,267,0.92
14,as,8060,2.13,8,269,0.91
15,by,11192,2.95,10,284,0.76
16,be,10420,2.75,9,274,0.71
17,in,23882,6.30,17,284,0.43
18,a,22405,5.91,15,289,0.34
19,and,25990,6.85,16,287,0.22
20,the,99056,26.12,57,288,0.13
21,of,62487,16.48,35,285,0.09
22,to,24125,6.36,8,278,-0.67
23,and,25990,6.85,8,287,-0.78
24,of,62487,16.48,18,285,-0.87
