https://example.com/collocation-analysis
There are 2751934 different words in your collocation database for "fact". (Your query returned 5375 matches in 246 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	remarkable	547	0.26	22	131	4.43
2	due	1106	0.52	26	158	3.66
3	that	24304	11.33	465	239	3.36
4	this	17128	7.99	143	239	2.16
5	in	69736	32.51	543	246	2.06
6	only	4215	1.97	28	225	1.83
7	if	4507	2.10	21	221	1.32
8	being	4996	2.33	23	239	1.30
9	is	40942	19.09	182	242	1.25
10	all	4910	2.29	20	228	1.13
11	by	23526	10.97	90	245	1.04
12	these	8457	3.94	32	233	1.02
13	from	18614	8.68	70	245	1.01
14	has	6490	3.03	24	232	0.99
15	been	6226	2.90	22	236	0.92
16	may	5984	2.79	20	231	0.84
17	not	9819	4.58	31	231	0.76
18	we	9238	4.31	29	223	0.75
19	an	8147	3.80	24	238	0.66
20	we	9238	4.31	26	223	0.59
21	was	14475	6.75	39	236	0.53
22	be	19293	8.99	51	244	0.50
23	it	21256	9.91	56	241	0.50
24	to	56328	26.26	147	244	0.48
25	the	279579	130.34	720	246	0.47
26	i	10585	4.93	27	233	0.45
27	but	10418	4.86	26	238	0.42
28	is	40942	19.09	99	242	0.37
29	as	22622	10.55	54	244	0.36
30	be	19293	8.99	44	244	0.29
31	by	23526	10.97	53	245	0.27
32	it	21256	9.91	47	241	0.25
33	in	69736	32.51	154	246	0.24
34	are	16400	7.65	36	240	0.24
35	this	17128	7.99	37	239	0.21
36	which	22609	10.54	48	241	0.19
37	have	10911	5.09	23	240	0.18
38	a	57633	26.87	121	246	0.17
39	for	12963	6.04	27	243	0.16
40	the	279579	130.34	571	246	0.13
41	not	9819	4.58	20	231	0.13
42	was	14475	6.75	28	236	0.05
43	to	56328	26.26	105	244	-0.00
44	a	57633	26.87	106	246	-0.02
45	at	16958	7.91	31	243	-0.03
46	for	12963	6.04	23	243	-0.07
47	as	22622	10.55	39	244	-0.11
48	and	69231	32.28	114	245	-0.18
49	of	162367	75.70	266	245	-0.19
50	on	20214	9.42	33	245	-0.19
51	with	20589	9.60	32	244	-0.26
52	from	18614	8.68	28	245	-0.31
53	that	24304	11.33	35	239	-0.37
54	which	22609	10.54	32	241	-0.40
55	are	16400	7.65	23	240	-0.41
56	on	20214	9.42	21	245	-0.84
57	of	162367	75.70	168	245	-0.85
58	and	69231	32.28	50	245	-1.37
