https://example.com/collocation-analysis
There are 1078181 different words in your collocation database for "fact". (Your query returned 956 matches in 223 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	this	7612	1.92	49	204	2.67
2	in	24502	6.18	82	217	1.73
3	has	2534	0.64	8	193	1.65
4	that	12799	3.23	34	204	1.40
5	i	8000	2.02	21	205	1.38
6	as	8283	2.09	21	206	1.33
7	not	5341	1.35	13	195	1.27
8	is	12641	3.19	30	212	1.23
9	a	21916	5.53	49	222	1.15
10	is	12641	3.19	28	212	1.13
11	be	10896	2.75	22	208	1.00
12	but	5011	1.26	10	201	0.98
13	to	24505	6.18	41	214	0.73
14	which	11882	3.00	19	203	0.66
15	for	5484	1.38	8	215	0.53
16	as	8283	2.09	12	206	0.52
17	have	5533	1.40	8	200	0.52
18	by	11441	2.89	16	215	0.47
19	that	12799	3.23	17	204	0.40
20	was	8337	2.10	11	198	0.39
21	which	11882	3.00	14	203	0.22
22	the	93740	23.65	106	222	0.16
23	be	10896	2.75	12	208	0.13
24	to	24505	6.18	26	214	0.07
25	from	7673	1.94	8	205	0.05
26	it	12481	3.15	13	209	0.05
27	of	64682	16.32	61	223	-0.10
28	the	93740	23.65	88	222	-0.10
29	a	21916	5.53	19	222	-0.22
30	and	27411	6.92	22	219	-0.33
31	in	24502	6.18	18	217	-0.46
32	of	64682	16.32	44	223	-0.57
33	and	27411	6.92	18	219	-0.62
34	it	12481	3.15	8	209	-0.65
