Context,Collocate
Years 1703-1712: the matter of fact to m2 seems,of
Years 1703-1712: Matter . of Fact : known (143),of
Years 1703-1712: by matter of Fact ; which take,of
Years 1703-1712: relace Matter of Fact as to the,of
