No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,27105,12.59,275,307,4.45
2,in,73397,34.08,634,314,4.22
3,this,15858,7.36,77,307,3.39
4,if,5949,2.76,23,294,3.06
5,which,25196,11.70,46,311,1.98
6,we,10434,4.84,17,275,1.81
7,the,281938,130.91,398,315,1.60
8,it,22501,10.45,31,307,1.57
9,is,37390,17.36,46,308,1.41
10,as,23265,10.80,23,309,1.09
11,a,59231,27.50,47,312,0.77
12,be,25436,11.81,17,310,0.53
13,a,59231,27.50,31,312,0.17
14,of,178551,82.91,93,315,0.17
15,the,281938,130.91,140,315,0.10
16,to,60669,28.17,25,312,-0.17
17,in,73397,34.08,30,314,-0.18
18,and,73563,34.16,15,315,-1.19
