No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,141,0.04,11,72,8.13
2,singular,84,0.02,5,40,7.74
3,general,821,0.23,8,167,5.13
4,however,768,0.21,7,122,5.03
5,new,605,0.17,5,132,4.89
6,this,7480,2.08,25,275,3.59
7,that,11545,3.21,35,273,3.45
8,in,26300,7.31,79,290,3.43
9,which,10089,2.81,15,276,2.42
10,is,12198,3.39,15,284,2.14
11,i,7418,2.06,8,274,1.96
12,the,106788,29.70,95,295,1.68
13,as,8331,2.32,7,275,1.60
14,a,21667,6.03,18,294,1.58
15,in,26300,7.31,16,290,1.13
16,a,21667,6.03,12,294,0.99
17,of,63951,17.78,30,293,0.75
18,and,27164,7.55,10,294,0.40
19,to,25349,7.05,5,283,-0.50
20,the,106788,29.70,21,295,-0.50
