No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,155,0.07,16,66,7.83
2,that,28910,13.16,311,312,4.56
3,in,79918,36.38,680,318,4.22
4,this,17309,7.88,82,312,3.38
5,if,6338,2.89,24,297,3.06
6,which,27168,12.37,48,315,1.96
7,we,11262,5.13,19,283,1.89
8,the,307384,139.93,431,319,1.62
9,is,41670,18.97,58,313,1.61
10,it,24310,11.07,28,312,1.34
11,as,25488,11.60,25,314,1.11
12,a,63879,29.08,51,316,0.81
13,be,26752,12.18,20,314,0.72
14,a,63879,29.08,34,316,0.23
15,of,193760,88.20,97,319,0.14
16,the,307384,139.93,148,319,0.08
17,in,79918,36.38,34,318,-0.10
18,to,64790,29.49,26,316,-0.18
19,and,81639,37.16,16,319,-1.22
20,of,193760,88.20,15,319,-2.56
