Context,Collocate
"Years 1742-1751: 7. That the Fact is otherwise, when",the
"Years 1742-1751: confirm the same Fact is, that Bees;",the
Years 1742-1751: doubt of the FaCt aboye rehearsed ;,the
Years 1742-1751: real matter of fact was the object,the
