No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,remarkable,577,0.25,14,137,5.81
2,that,21142,9.14,191,245,4.39
3,in,58322,25.21,338,248,3.75
4,this,12768,5.52,73,242,3.73
5,which,20880,9.03,39,245,2.11
6,is,28408,12.28,48,245,1.97
7,it,19287,8.34,32,244,1.94
8,the,223002,96.39,319,249,1.73
9,i,10675,4.61,14,234,1.60
10,was,12159,5.26,13,231,1.31
11,a,43960,19.00,42,246,1.14
12,of,136885,59.17,112,249,0.92
13,a,43960,19.00,17,246,-0.16
14,to,48462,20.95,18,247,-0.22
15,in,58322,25.21,21,248,-0.26
16,the,223002,96.39,77,249,-0.32
