No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,151,0.06,10,57,7.49
2,interesting,280,0.10,14,100,7.09
3,important,434,0.16,10,127,5.97
4,remarkable,447,0.16,10,117,5.93
5,that,18864,6.94,150,225,4.43
6,this,11591,4.27,58,225,3.76
7,in,47111,17.34,200,245,3.53
8,will,3883,1.43,10,212,2.81
9,one,5273,1.94,9,220,2.21
10,is,21878,8.05,36,244,2.16
11,a,34676,12.76,45,244,1.82
12,the,181356,66.76,205,246,1.62
13,which,18312,6.74,19,231,1.49
14,it,17189,6.33,12,231,0.92
15,as,15663,5.77,10,238,0.79
16,in,47111,17.34,22,245,0.34
17,of,104384,38.43,40,246,0.06
18,a,34676,12.76,13,244,0.03
19,to,40878,15.05,15,246,-0.00
20,the,181356,66.76,48,246,-0.48
21,and,46360,17.07,12,246,-0.51
