No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,28371,13.14,299,312,4.51
2,in,76894,35.61,661,318,4.21
3,this,16788,7.78,79,312,3.34
4,if,6157,2.85,25,297,3.13
5,which,26195,12.13,47,315,1.95
6,we,10795,5.00,19,280,1.93
7,the,295673,136.93,424,319,1.63
8,is,39702,18.39,52,313,1.50
9,it,23594,10.93,28,312,1.36
10,as,24441,11.32,24,314,1.08
11,a,61470,28.47,49,316,0.78
12,be,26307,12.18,18,314,0.56
13,a,61470,28.47,35,316,0.30
14,of,187103,86.65,102,319,0.24
15,the,295673,136.93,145,319,0.08
16,in,76894,35.61,30,318,-0.25
17,to,63464,29.39,24,316,-0.29
18,and,77614,35.95,15,319,-1.26
