Context,Collocate
Years 1692-1701: 3 ter of Fact the truer the,of
"Years 1692-1701: the Matter of Fact out of Question,",of
Years 1692-1701: published of his Fact from a Letter,of
Years 1692-1701: 'tis matter of Fact that they ©,of
