Context,Collocate
"Years 1667-1676: manifest Matters of Fact do bear evidence,",of
"Years 1667-1676: manifest Matters of Fact do bear evidence,",of
Years 1667-1676: recedent matters of fact surveyed aud compared,of
Years 1667-1676: the matter of fact be true ;,of
"Years 1667-1676: and Nature,matter of Fact and confirmed by",of
"Years 1667-1676: and Nature,matter of Fact and confirmed by",of
