Context,Collocate
"Years 1684-1693: Registers, matters of fact not true, .",of
Years 1684-1693: trill matter of fact and experiment confirm,of
Years 1684-1693: which marters of faCt are made to,of
Years 1684-1693: the matter of FaCt be- ing most,of
Years 1684-1693: trill matter of fact and experiment confirm,and
