Context,Collocate
Years 1702-1711: the matter of fact was rue ;,of
Years 1702-1711: the matter of fact to m2 seems,of
Years 1702-1711: Matter . of Fact : known (143),of
Years 1702-1711: by matter of Fact ; which take,of
Years 1702-1711: relace Matter of Fact as to the,of
