No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,175,0.06,13,69,7.87
2,interesting,255,0.08,16,106,7.62
3,that,18706,5.95,97,267,4.03
4,in,45457,14.46,200,284,3.79
5,this,11088,3.53,43,264,3.61
6,if,3902,1.24,11,243,3.15
7,same,5294,1.68,10,256,2.57
8,is,22452,7.14,35,281,2.29
9,which,18096,5.76,22,266,1.93
10,a,36828,11.72,42,283,1.84
11,i,11204,3.56,10,270,1.49
12,the,184260,58.63,156,285,1.41
13,it,17480,5.56,12,265,1.11
14,in,45457,14.46,19,284,0.39
15,a,36828,11.72,13,283,0.15
16,of,105372,33.53,37,285,0.14
17,to,41494,13.20,14,284,0.08
18,and,47786,15.20,13,284,-0.23
19,the,184260,58.63,43,285,-0.45
