No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,43039,21.49,1110,268,5.69
2,in,109561,54.70,536,269,3.29
3,this,26528,13.24,120,268,3.18
4,the,443962,221.64,1179,269,2.41
5,we,16201,8.09,26,253,1.68
6,which,32699,16.32,42,268,1.36
7,it,33137,16.54,39,268,1.24
8,is,69361,34.63,68,269,0.97
9,a,100704,50.28,67,269,0.41
10,as,38265,19.10,24,268,0.33
11,a,100704,50.28,35,269,-0.52
12,in,109561,54.70,34,269,-0.69
13,the,443962,221.64,137,269,-0.69
14,to,89842,44.85,27,269,-0.73
15,of,251482,125.55,75,270,-0.74
16,of,251482,125.55,64,270,-0.97
