Context,Collocate
"Years 1671-1680: manifest Matters of Fact do bear evidence,",of
"Years 1671-1680: manifest Matters of Fact do bear evidence,",of
Years 1671-1680: recedent matters of fact surveyed aud compared,of
Years 1671-1680: the matter of fact be true ;,of
"Years 1671-1680: and Nature,matter of Fact and confirmed by",of
"Years 1671-1680: and Nature,matter of Fact and confirmed by",of
