No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,in,26557,6.00,90,222,3.91
2,this,8765,1.98,27,207,3.77
3,is,13954,3.15,15,213,2.25
4,a,25316,5.72,27,227,2.24
5,but,5649,1.28,6,204,2.23
6,which,12958,2.93,12,210,2.04
7,i,8987,2.03,7,208,1.79
8,that,13751,3.11,10,211,1.69
9,was,9360,2.11,6,203,1.50
10,the,107142,24.20,55,228,1.18
11,be,12674,2.86,6,213,1.07
12,and,29996,6.78,14,225,1.05
13,a,25316,5.72,9,227,0.65
14,to,28535,6.45,8,218,0.31
15,in,26557,6.00,7,222,0.22
16,the,107142,24.20,20,228,-0.28
17,of,69697,15.74,8,229,-0.98
18,of,69697,15.74,7,229,-1.17
