No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,33135,15.30,1027,228,6.07
2,in,95778,44.24,444,229,3.33
3,this,22514,10.40,79,228,2.93
4,the,355383,164.14,1018,229,2.63
5,which,22879,10.57,27,227,1.35
6,it,25351,11.71,26,227,1.15
7,is,60063,27.74,27,229,-0.04
8,a,79673,36.80,33,229,-0.16
9,the,355383,164.14,88,229,-0.90
10,in,95778,44.24,20,229,-1.15
11,of,199951,92.35,34,229,-1.44
12,of,199951,92.35,22,229,-2.07
