No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,36387,16.95,860,240,5.67
2,in,91800,42.76,435,243,3.35
3,this,23346,10.87,94,241,3.11
4,the,380948,177.44,914,243,2.36
5,we,13852,6.45,19,222,1.56
6,it,28761,13.40,37,240,1.47
7,which,28279,13.17,25,241,0.92
8,is,61266,28.54,52,242,0.87
9,as,32581,15.18,24,241,0.66
10,a,83344,38.82,40,242,0.04
11,the,380948,177.44,121,243,-0.55
12,to,75852,35.33,23,242,-0.62
13,in,91800,42.76,25,243,-0.77
14,of,209530,97.59,56,244,-0.80
15,of,209530,97.59,55,244,-0.83
