No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,24878,12.50,824,180,6.04
2,in,73576,36.96,350,180,3.24
3,this,17185,8.63,62,180,2.84
4,the,267719,134.47,810,181,2.59
5,which,18542,9.31,39,180,2.07
6,it,18569,9.33,27,180,1.53
7,a,62461,31.37,45,180,0.52
8,is,45882,23.05,23,180,-0.00
9,a,62461,31.37,23,180,-0.45
10,the,267719,134.47,80,181,-0.75
11,to,52134,26.19,15,180,-0.80
12,of,150288,75.49,33,181,-1.19
13,of,150288,75.49,28,181,-1.43
