Context,Collocate
Years 1698-1707: published of his Fact from a Letter,of
Years 1698-1707: 'tis matter of Fact that they ©,of
Years 1698-1707: the matter of fact was rue ;,of
Years 1698-1707: the matter of fact to m2 seems,of
