No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,important,353,0.14,10,103,6.19
2,that,15642,6.06,142,199,4.55
3,general,1011,0.39,7,145,4.16
4,this,9669,3.74,66,200,4.14
5,in,41078,15.91,171,214,3.43
6,will,3341,1.29,8,184,2.63
7,a,29268,11.33,47,213,2.05
8,which,14970,5.80,23,205,1.99
9,i,8763,3.39,11,198,1.70
10,the,154417,59.80,184,214,1.62
11,is,17826,6.90,21,213,1.61
12,it,14074,5.45,13,206,1.25
13,as,13514,5.23,10,211,0.93
14,in,41078,15.91,25,214,0.65
15,of,89637,34.71,42,214,0.27
16,by,17672,6.84,7,213,0.03
17,a,29268,11.33,11,213,-0.04
18,to,34867,13.50,13,213,-0.05
19,the,154417,59.80,44,214,-0.44
20,and,38761,15.01,7,214,-1.10
