Context,Collocate
Years 1693-1702: 3 ter of Fact the truer the,of
"Years 1693-1702: the Matter of Fact out of Question,",of
Years 1693-1702: published of his Fact from a Letter,of
Years 1693-1702: 'tis matter of Fact that they ©,of
Years 1693-1702: the matter of fact was rue ;,of
