No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,singular,77,0.02,6,40,8.21
2,curious,109,0.03,8,65,8.12
3,important,147,0.04,5,85,7.01
4,general,799,0.21,8,165,5.25
5,in,23882,6.30,93,284,3.88
6,this,7424,1.96,23,271,3.55
7,that,11194,2.95,29,266,3.30
8,which,10267,2.71,16,271,2.56
9,is,13393,3.53,17,279,2.27
10,i,7197,1.90,9,274,2.25
11,as,8060,2.13,7,269,1.72
12,it,11034,2.91,9,267,1.63
13,this,7424,1.96,6,271,1.62
14,the,99056,26.12,76,288,1.54
15,a,22405,5.91,12,289,1.02
16,in,23882,6.30,12,284,0.93
17,a,22405,5.91,10,289,0.76
18,of,62487,16.48,26,285,0.66
19,and,25990,6.85,7,287,0.03
20,the,99056,26.12,16,288,-0.71
