No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,24274,11.16,429,251,5.27
2,this,17094,7.86,98,257,3.64
3,in,68741,31.59,382,259,3.60
4,if,4583,2.11,14,208,2.73
5,the,271179,124.63,531,259,2.09
6,i,10212,4.69,14,235,1.58
7,which,21188,9.74,24,258,1.30
8,it,20674,9.50,22,257,1.21
9,was,13423,6.17,14,248,1.18
10,is,40637,18.68,33,258,0.82
11,a,55845,25.66,39,259,0.60
12,in,68741,31.59,36,259,0.19
13,of,154415,70.96,80,258,0.17
14,a,55845,25.66,19,259,-0.43
15,the,271179,124.63,89,259,-0.49
16,to,55447,25.48,15,258,-0.76
17,of,154415,70.96,21,258,-1.76
