Context,Collocate
"Years 1666-1675: manifest Matters of Fact do bear evidence,",of
"Years 1666-1675: manifest Matters of Fact do bear evidence,",of
Years 1666-1675: recedent matters of fact surveyed aud compared,of
Years 1666-1675: the matter of fact be true ;,of
"Years 1666-1675: and Nature,matter of Fact and confirmed by",of
"Years 1666-1675: and Nature,matter of Fact and confirmed by",of
