Context,Collocate
"Years 1669-1678: manifest Matters of Fact do bear evidence,",of
"Years 1669-1678: manifest Matters of Fact do bear evidence,",of
Years 1669-1678: recedent matters of fact surveyed aud compared,of
Years 1669-1678: the matter of fact be true ;,of
"Years 1669-1678: and Nature,matter of Fact and confirmed by",of
"Years 1669-1678: and Nature,matter of Fact and confirmed by",of
