No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,135,0.06,10,67,7.37
2,important,436,0.20,11,130,5.81
3,remarkable,553,0.25,12,140,5.60
4,that,19944,8.94,186,241,4.38
5,this,12126,5.44,77,238,3.82
6,in,54814,24.57,315,245,3.68
7,which,19717,8.84,37,241,2.07
8,is,26024,11.67,47,241,2.01
9,same,5579,2.50,10,226,2.00
10,i,10405,4.66,17,232,1.87
11,it,18212,8.16,27,239,1.73
12,the,212079,95.07,301,245,1.66
13,a,40111,17.98,53,242,1.56
14,was,11591,5.20,11,229,1.08
15,of,127676,57.24,113,245,0.98
16,as,17886,8.02,11,239,0.46
17,in,54814,24.57,26,245,0.08
18,a,40111,17.98,18,242,0.00
19,to,45780,20.52,16,243,-0.36
20,the,212079,95.07,70,245,-0.44
