No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,24122,12.74,796,162,5.97
2,in,69483,36.69,374,162,3.35
3,this,15823,8.35,61,162,2.87
4,the,258001,136.22,784,162,2.52
5,it,18091,9.55,37,162,1.95
6,which,17074,9.01,30,161,1.73
7,a,59363,31.34,53,162,0.76
8,is,44222,23.35,22,162,-0.09
9,a,59363,31.34,23,162,-0.45
10,the,258001,136.22,88,162,-0.63
11,of,140943,74.42,37,162,-1.01
12,in,69483,36.69,15,162,-1.29
13,of,140943,74.42,25,162,-1.57
