Context,Collocate
Years 1704-1713: the matter of fact to m2 seems,of
Years 1704-1713: Matter . of Fact : known (143),of
Years 1704-1713: by matter of Fact ; which take,of
Years 1704-1713: relace Matter of Fact as to the,of
