Context,Collocate
Years 1690-1699: 3 ter of Fact the truer the,of
"Years 1690-1699: the Matter of Fact out of Question,",of
Years 1690-1699: published of his Fact from a Letter,of
Years 1690-1699: 'tis matter of Fact that they ©,of
