No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,165,0.05,12,69,7.93
2,interesting,220,0.07,11,94,7.39
3,that,17113,5.10,84,268,4.04
4,this,10382,3.09,41,264,3.73
5,in,41610,12.40,164,288,3.73
6,if,3420,1.02,12,236,3.56
7,same,4648,1.39,9,254,2.70
8,is,20130,6.00,35,282,2.54
9,a,33755,10.06,42,285,2.06
10,which,16288,4.85,20,265,2.04
11,i,10661,3.18,9,270,1.50
12,the,170634,50.85,138,289,1.44
13,it,15783,4.70,10,265,1.09
14,of,97346,29.01,36,289,0.31
15,to,38473,11.46,13,288,0.18
16,in,41610,12.40,11,288,-0.17
17,and,44247,13.19,10,288,-0.40
18,the,170634,50.85,32,289,-0.67
