No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,23366,10.03,353,243,5.14
2,in,71697,30.78,491,249,4.00
3,this,16382,7.03,68,242,3.27
4,if,4448,1.91,17,220,3.15
5,the,279629,120.03,433,249,1.85
6,for,12900,5.54,17,246,1.62
7,it,21356,9.17,23,244,1.33
8,which,23029,9.89,16,244,0.69
9,is,41487,17.81,28,245,0.65
10,a,56554,24.28,28,249,0.21
11,a,56554,24.28,24,249,-0.02
12,in,71697,30.78,29,249,-0.09
13,to,54731,23.49,21,247,-0.16
14,of,164880,70.77,63,248,-0.17
15,the,279629,120.03,105,249,-0.19
16,and,71737,30.79,15,248,-1.04
17,of,164880,70.77,15,248,-2.24
