No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,remarkable,547,0.26,15,131,5.88
2,that,24308,11.33,388,239,5.10
3,in,69736,32.51,452,246,3.80
4,this,17128,7.99,95,239,3.57
5,if,4507,2.10,15,221,2.84
6,the,279579,130.34,492,246,1.92
7,i,10585,4.93,13,233,1.40
8,which,22609,10.54,25,241,1.25
9,was,14475,6.75,16,236,1.25
10,it,21256,9.91,23,241,1.21
11,for,12963,6.04,13,243,1.11
12,is,40942,19.09,35,242,0.87
13,a,57633,26.87,41,246,0.61
14,in,69736,32.51,37,246,0.19
15,of,162367,75.70,80,245,0.08
16,a,57633,26.87,23,246,-0.22
17,to,56328,26.26,22,244,-0.26
18,the,279579,130.34,102,246,-0.35
19,and,69231,32.28,15,245,-1.11
20,of,162367,75.70,22,245,-1.78
