Context,Collocate
"Years 1668-1677: manifest Matters of Fact do bear evidence,",of
"Years 1668-1677: manifest Matters of Fact do bear evidence,",of
Years 1668-1677: recedent matters of fact surveyed aud compared,of
Years 1668-1677: the matter of fact be true ;,of
"Years 1668-1677: and Nature,matter of Fact and confirmed by",of
"Years 1668-1677: and Nature,matter of Fact and confirmed by",of
