No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,15408,7.11,364,106,5.68
2,in,43718,20.19,331,107,4.04
3,this,10886,5.03,31,107,2.62
4,the,153980,71.10,365,107,2.36
5,it,11498,5.31,14,107,1.40
6,which,10579,4.88,12,107,1.30
7,is,29403,13.58,17,107,0.32
8,be,14561,6.72,8,107,0.25
9,a,39236,18.12,18,107,-0.01
10,the,153980,71.10,65,107,-0.13
11,a,39236,18.12,15,107,-0.27
12,in,43718,20.19,13,107,-0.63
13,of,89672,41.40,9,107,-2.20
