Context,Collocate
Years 1665-1674: the matter of Fact having been made,of
"Years 1665-1674: manifest Matters of Fact do bear evidence,",of
"Years 1665-1674: manifest Matters of Fact do bear evidence,",of
Years 1665-1674: recedent matters of fact surveyed aud compared,of
