No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,new,831,0.23,15,153,5.01
2,these,2812,0.79,42,222,4.74
3,number,784,0.22,8,144,4.19
4,have,5177,1.45,28,237,3.27
5,all,1862,0.52,9,207,3.11
6,other,2520,0.71,12,229,3.09
7,some,1959,0.55,9,227,3.03
8,which,10950,3.07,37,240,2.59
9,are,4921,1.38,15,230,2.44
10,that,12039,3.38,31,239,2.20
11,i,7435,2.08,14,243,1.75
12,from,7452,2.09,14,244,1.74
13,as,7927,2.22,10,243,1.17
14,it,11933,3.35,15,243,1.16
15,the,97174,27.24,114,257,1.07
16,in,24310,6.82,27,256,0.99
17,by,11508,3.23,12,253,0.90
18,by,11508,3.23,12,253,0.90
19,with,7836,2.20,8,241,0.86
20,of,63632,17.84,61,257,0.77
21,and,27381,7.68,21,256,0.45
22,to,24428,6.85,18,256,0.39
23,is,13304,3.73,8,248,0.10
24,to,24428,6.85,10,256,-0.45
25,the,97174,27.24,36,257,-0.60
26,of,63632,17.84,11,257,-1.70
