No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,6272,1.60,72,245,4.49
2,all,4075,1.04,17,238,3.03
3,have,8644,2.21,29,254,2.71
4,from,13603,3.48,42,261,2.59
5,i,12004,3.07,36,263,2.55
6,which,19909,5.09,59,260,2.53
7,are,10777,2.76,30,268,2.44
8,with,15423,3.94,22,272,1.48
9,with,15423,3.94,20,272,1.34
10,that,21135,5.40,27,258,1.32
11,it,19713,5.04,24,256,1.25
12,the,202652,51.81,242,276,1.22
13,on,13832,3.54,15,275,1.08
14,in,51670,13.21,50,275,0.92
15,by,19317,4.94,18,275,0.87
16,of,114984,29.40,107,276,0.86
17,to,45646,11.67,38,275,0.70
18,and,52035,13.30,41,275,0.62
19,by,19317,4.94,15,275,0.60
20,to,45646,11.67,17,275,-0.46
21,the,202652,51.81,50,276,-1.05
22,of,114984,29.40,25,276,-1.23
