No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,preceding,348,0.10,8,102,5.32
2,new,805,0.23,14,149,4.92
3,these,2776,0.80,41,219,4.68
4,many,699,0.20,10,175,4.64
5,have,5121,1.47,27,236,3.20
6,some,2032,0.58,10,227,3.10
7,other,2469,0.71,11,228,2.95
8,all,1799,0.52,8,206,2.95
9,which,10751,3.09,39,238,2.66
10,are,4787,1.38,16,231,2.54
11,that,11793,3.39,30,239,2.14
12,i,7459,2.15,16,241,1.90
13,from,7315,2.10,15,243,1.83
14,as,7863,2.26,11,241,1.28
15,it,11551,3.32,15,242,1.17
16,the,93365,26.85,116,257,1.11
17,in,23797,6.84,26,256,0.93
18,by,11156,3.21,12,254,0.90
19,with,7808,2.25,8,240,0.83
20,of,62455,17.96,63,257,0.81
21,by,11156,3.21,11,254,0.78
22,to,23955,6.89,21,254,0.61
23,and,26899,7.74,20,256,0.37
24,is,12523,3.60,8,247,0.15
25,to,23955,6.89,10,254,-0.46
26,the,93365,26.85,32,257,-0.75
27,of,62455,17.96,9,257,-2.00
