No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,3485,0.52,24,181,4.52
2,some,2498,0.37,12,192,4.00
3,other,3159,0.47,10,192,3.40
4,have,5893,0.88,17,198,3.27
5,which,13927,2.09,28,207,2.75
6,i,9426,1.41,16,206,2.50
7,are,6333,0.95,10,195,2.40
8,that,14882,2.23,15,206,1.75
9,of,72706,10.90,49,224,1.17
10,in,28652,4.30,16,216,0.90
11,to,31123,4.67,17,216,0.87
12,the,116692,17.50,61,224,0.80
13,and,32659,4.90,17,220,0.80
14,the,116692,17.50,16,224,-1.13
