No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,5144,1.15,53,205,4.52
2,some,2178,0.49,13,204,3.73
3,i,8405,1.89,29,208,2.94
4,which,14873,3.34,46,216,2.78
5,have,6393,1.44,16,211,2.48
6,are,8690,1.95,19,216,2.28
7,from,11924,2.68,20,214,1.90
8,or,7972,1.79,11,215,1.62
9,as,13108,2.94,15,220,1.35
10,in,41523,9.32,43,223,1.21
11,with,12110,2.72,12,220,1.14
12,the,158779,35.64,156,223,1.13
13,with,12110,2.72,11,220,1.02
14,it,13033,2.93,11,218,0.91
15,of,94965,21.32,80,223,0.91
16,by,17570,3.94,13,222,0.72
17,and,39810,8.94,27,223,0.60
18,to,33656,7.55,18,222,0.25
19,to,33656,7.55,14,222,-0.11
20,of,94965,21.32,28,223,-0.61
21,the,158779,35.64,28,223,-1.35
