No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,prove,209,0.05,8,67,6.34
2,new,651,0.15,13,123,5.40
3,many,843,0.20,12,152,4.92
4,these,3077,0.73,33,182,4.51
5,some,2282,0.54,15,189,3.80
6,other,2806,0.66,14,191,3.40
7,have,5616,1.32,23,197,3.12
8,which,12122,2.86,36,202,2.65
9,are,5564,1.31,13,197,2.31
10,that,12971,3.06,29,201,2.24
11,from,8113,1.91,16,203,2.06
12,i,8191,1.93,16,203,2.05
13,as,8934,2.11,10,205,1.25
14,by,11433,2.70,12,213,1.15
15,the,99194,23.40,98,219,1.07
16,in,24703,5.83,23,214,0.98
17,with,8641,2.04,8,203,0.97
18,to,25956,6.12,24,210,0.97
19,and,28724,6.77,26,216,0.94
20,of,66830,15.76,52,220,0.72
21,by,11433,2.70,8,213,0.57
22,it,12957,3.06,9,205,0.56
23,to,25956,6.12,10,210,-0.29
24,the,99194,23.40,22,219,-1.09
25,of,66830,15.76,8,220,-1.98
