No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recorded,100,0.02,13,33,8.15
2,these,5103,1.17,43,189,4.20
3,some,2358,0.54,12,185,3.47
4,i,8763,2.01,27,198,2.75
5,which,14970,3.43,39,205,2.51
6,have,6584,1.51,14,196,2.21
7,from,10987,2.52,22,201,2.13
8,are,8017,1.84,15,208,2.03
9,or,8055,1.85,11,203,1.57
10,in,41078,9.42,48,214,1.35
11,it,14074,3.23,16,206,1.31
12,with,12348,2.83,13,211,1.20
13,the,154417,35.40,161,214,1.19
14,with,12348,2.83,12,211,1.08
15,and,38761,8.89,35,214,0.98
16,be,12917,2.96,11,209,0.89
17,of,89637,20.55,67,214,0.70
18,by,17672,4.05,13,213,0.68
19,to,34867,7.99,23,213,0.52
20,by,17672,4.05,11,213,0.44
21,to,34867,7.99,14,213,-0.19
22,and,38761,8.89,15,214,-0.24
23,of,89637,20.55,22,214,-0.90
24,the,154417,35.40,27,214,-1.39
