author,date,identifier,keywords,language,og_url,pdf_download_link,pdf_link,publisher,subjects,title
William Ramsay,1887-12-31,10.1098/rsta.1887.0011,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0011,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0011?download=true,/doi/epdf/10.1098/rsta.1887.0011,The Royal SocietyLondon,,XI. On evaporation and dissociation.―Part V. A study of the thermal properties of methyl-alcohol
S. A. Hill,1887-12-31,10.1098/rsta.1887.0012,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0012,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0012?download=true,/doi/epdf/10.1098/rsta.1887.0012,The Royal SocietyLondon,,"XII. Some anomalies in the winds of Northern India, and their relation to the distribution of barometric pressure"
George Howard Darwin,1887-12-31,10.1098/rsta.1887.0013,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0013,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0013?download=true,/doi/epdf/10.1098/rsta.1887.0013,The Royal SocietyLondon,,XIII. On figures of equilibrium of rotating masses of fluid
James Thomson Bottomley,1887-12-31,10.1098/rsta.1887.0014,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0014,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0014?download=true,/doi/epdf/10.1098/rsta.1887.0014,The Royal SocietyLondon,,XIV. On thermal radiation in absolute measure
Joseph John Thomson,1887-12-31,10.1098/rsta.1887.0016,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0016,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0016?download=true,/doi/epdf/10.1098/rsta.1887.0016,The Royal SocietyLondon,,XVI. Some applications of dynamical principles to physical phenomena.—Part II
Herbert Tomlinson,1888-12-31,10.1098/rsta.1888.0001,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1888.0001,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1888.0001?download=true,/doi/epdf/10.1098/rsta.1888.0001,The Royal SocietyLondon,,I. The influence of stress and strain on the physical properties of matter.—Part I. Elasticity (continued).—The effect of magnetisation on the elasticity and the internal friction of metals
William Crookes,1887-12-31,10.1098/rsta.1887.0015,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1887.0015,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1887.0015?download=true,/doi/epdf/10.1098/rsta.1887.0015,The Royal SocietyLondon,,XV. On the supposed “new force” of M. J. Thore
George Downing Liveing,1888-12-31,10.1098/rsta.1888.0002,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1888.0002,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1888.0002?download=true,/doi/epdf/10.1098/rsta.1888.0002,The Royal SocietyLondon,,II. On the spectrum of the oxy-hydrogen flame
James Joseph Sylvester,1888-12-31,10.1098/rsta.1888.0004,,EN,https://royalsocietypublishing.org/doi/10.1098/rsta.1888.0004,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1888.0004?download=true,/doi/epdf/10.1098/rsta.1888.0004,The Royal SocietyLondon,,IV. On Hamilton's numbers.—Part II
I. T. Chapman and S. C. Cowley and H. R. Wilson,2024-10-9,rsta20230416,"fusion energy,magnetic confinement fusion,plasma physics",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2023.0416,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2023.0416?download=true,/doi/epdf/10.1098/rsta.2023.0416,The Royal Society,"fusion energy,magnetic confinement fusion,plasma physics,energy,nuclear physics,plasma physics,power and energy systems",The Spherical Tokamak for Energy Production theme issue introduction
Adam Baker,2024-10-9,rsta20230401,"fusion energy,government policy,public investment,STEP",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2023.0401,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2023.0401?download=true,/doi/epdf/10.1098/rsta.2023.0401,The Royal Society,"fusion energy,government policy,public investment,STEP,energy",The Spherical Tokamak for Energy Production (STEP) in context UK public sector approach to fusion energy
Auregan Boyet and Víctor Vilarrasa and Jonny Rutqvist and Silvia De Simone,2024-8-9,rsta20230179,"induced seismicity,enhanced geothermal system",EN,https://royalsocietypublishing.org/doi/10.1098/rsta.2023.0179,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2023.0179?download=true,/doi/epdf/10.1098/rsta.2023.0179,The Royal Society,"induced seismicity,enhanced geothermal system,geophysics",Forecasting fluid-injection induced seismicity to choose the best injection strategy for safety and efficiency
