https://example.com/collocation-analysis
There are 3292142 different words in your collocation database for "facts". (Your query returned 1492 matches in 268 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	10179	1.50	88	252	3.87
2	all	6109	0.90	30	252	3.06
3	have	12703	1.87	43	258	2.52
4	which	24849	3.66	67	267	2.19
5	i	11534	1.70	25	245	1.88
6	that	30547	4.50	47	260	1.38
7	be	22761	3.35	34	265	1.34
8	with	25223	3.72	37	264	1.32
9	to	66880	9.85	94	268	1.25
10	as	28185	4.15	35	265	1.08
11	are	22673	3.34	28	265	1.07
12	it	24679	3.64	28	265	0.95
13	by	26467	3.90	28	266	0.84
14	by	26467	3.90	27	266	0.79
15	the	328774	48.44	315	268	0.70
16	to	66880	9.85	56	268	0.51
17	in	83395	12.29	67	268	0.45
18	of	182714	26.92	130	268	0.27
19	and	85256	12.56	40	267	-0.33
20	the	328774	48.44	141	268	-0.46
21	and	85256	12.56	35	267	-0.52
22	of	182714	26.92	74	268	-0.54
23	in	83395	12.29	23	268	-1.10
