https://example.com/collocation-analysis
There are 1782914 different words in your collocation database for "facts". (Your query returned 1683 matches in 287 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	stated	448	0.11	24	126	5.79
2	many	1095	0.27	18	192	4.08
3	these	5166	1.25	71	256	3.83
4	paper	995	0.24	12	179	3.64
5	appears	1084	0.26	13	202	3.63
6	such	1932	0.47	15	215	3.00
7	some	2333	0.57	16	242	2.82
8	have	7394	1.79	45	265	2.65
9	from	12207	2.96	57	272	2.27
10	been	4536	1.10	21	264	2.26
11	all	3394	0.82	15	244	2.19
12	i	10989	2.66	47	271	2.14
13	which	17207	4.17	70	267	2.07
14	other	4347	1.05	16	253	1.93
15	are	9525	2.31	34	278	1.88
16	we	5305	1.29	16	226	1.64
17	that	17697	4.29	50	269	1.54
18	may	4968	1.20	12	261	1.32
19	with	13110	3.18	27	283	1.09
20	by	17114	4.15	32	286	0.95
21	to	39540	9.58	65	286	0.76
22	with	13110	3.18	21	283	0.72
23	the	177516	43.01	264	287	0.62
24	in	43387	10.51	64	286	0.61
25	as	13907	3.37	20	271	0.57
26	this	10607	2.57	15	266	0.55
27	of	101825	24.67	143	287	0.54
28	as	13907	3.37	19	271	0.50
29	on	12364	3.00	16	286	0.42
30	it	16317	3.95	21	266	0.41
31	by	17114	4.15	21	286	0.34
32	be	15250	3.70	18	274	0.28
33	this	10607	2.57	12	266	0.22
34	to	39540	9.58	41	286	0.10
35	and	46177	11.19	45	286	0.01
36	that	17697	4.29	15	269	-0.19
37	the	177516	43.01	130	287	-0.40
38	is	21217	5.14	15	283	-0.46
39	a	35362	8.57	23	285	-0.58
40	and	46177	11.19	23	286	-0.96
41	of	101825	24.67	48	287	-1.04
42	a	35362	8.57	16	285	-1.10
43	in	43387	10.51	17	286	-1.31
