https://example.com/collocation-analysis
There are 1227057 different words in your collocation database for "facts". (Your query returned 498 matches in 244 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	3033	0.39	28	190	4.17
2	some	2299	0.29	13	207	3.47
3	have	4939	0.63	17	213	2.75
4	other	2825	0.36	9	206	2.64
5	we	2652	0.34	8	174	2.56
6	are	5594	0.72	13	209	2.18
7	which	12007	1.54	25	226	2.02
8	i	9379	1.20	14	222	1.54
9	that	13350	1.71	17	225	1.32
10	this	8842	1.13	11	221	1.28
11	to	29152	3.73	29	238	0.96
12	with	8517	1.09	8	220	0.88
13	from	9145	1.17	8	226	0.77
14	it	13962	1.79	12	226	0.75
15	of	64530	8.26	51	243	0.63
16	in	26280	3.36	20	239	0.57
17	to	29152	3.73	21	238	0.49
18	the	111297	14.24	78	243	0.45
19	be	12393	1.59	8	227	0.33
20	and	30451	3.90	18	242	0.21
21	a	24657	3.15	11	238	-0.20
22	and	30451	3.90	12	242	-0.38
23	the	111297	14.24	43	243	-0.41
24	of	64530	8.26	24	243	-0.46
