https://example.com/collocation-analysis
There are 1360870 different words in your collocation database for "facts". (Your query returned 167 matches in 457 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	3071	0.19	14	337	4.19
2	which	12288	0.77	12	402	1.97
3	i	11405	0.71	11	412	1.95
4	to	28534	1.78	20	431	1.49
5	to	28534	1.78	14	431	0.97
6	a	24824	1.55	10	443	0.69
7	a	24824	1.55	9	443	0.54
8	of	63152	3.94	20	446	0.34
9	the	108223	6.76	29	447	0.10
10	of	63152	3.94	13	446	-0.28
11	the	108223	6.76	15	447	-0.85
