https://example.com/collocation-analysis
There are 1059378 different words in your collocation database for "facts". (Your query returned 1203 matches in 259 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	stated	201	0.06	11	63	5.61
2	ascertained	275	0.08	10	98	5.02
3	new	831	0.23	17	153	4.19
4	chemical	400	0.11	8	79	4.16
5	preceding	363	0.10	7	104	4.10
6	these	2812	0.79	43	222	3.77
7	general	667	0.19	10	146	3.74
8	appear	508	0.14	7	166	3.62
9	many	683	0.19	9	175	3.55
10	number	784	0.22	9	144	3.36
11	series	707	0.20	7	85	3.14
12	been	3357	0.94	29	235	2.95
13	have	5177	1.45	39	237	2.75
14	some	1959	0.55	13	227	2.57
15	all	1862	0.52	12	207	2.52
16	other	2520	0.71	12	229	2.09
17	are	4921	1.38	23	230	2.06
18	which	10950	3.07	48	240	1.97
19	that	12039	3.38	44	239	1.70
20	from	7452	2.09	25	244	1.58
21	were	2948	0.83	9	219	1.44
22	may	3037	0.85	8	225	1.23
23	i	7435	2.08	18	243	1.11
24	not	4709	1.32	11	232	1.06
25	are	4921	1.38	11	230	1.00
26	with	7836	2.20	17	241	0.95
27	to	24428	6.85	50	256	0.87
28	by	11508	3.23	21	253	0.70
29	the	97174	27.24	164	257	0.59
30	it	11933	3.35	20	243	0.58
31	as	7927	2.22	13	243	0.55
32	or	4544	1.27	7	239	0.46
33	but	4552	1.28	7	239	0.46
34	of	63632	17.84	93	257	0.38
35	in	24310	6.82	35	256	0.36
36	by	11508	3.23	16	253	0.31
37	be	10810	3.03	15	247	0.31
38	to	24428	6.85	31	256	0.18
39	and	27381	7.68	34	256	0.15
40	this	7342	2.06	9	242	0.13
41	with	7836	2.20	9	241	0.03
42	and	27381	7.68	30	256	-0.03
43	a	22082	6.19	20	258	-0.31
44	is	13304	3.73	12	248	-0.31
45	the	97174	27.24	83	257	-0.39
46	that	12039	3.38	9	239	-0.59
47	be	10810	3.03	8	247	-0.60
48	of	63632	17.84	42	257	-0.76
49	a	22082	6.19	10	258	-1.31
50	in	24310	6.82	8	256	-1.77
