No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,367826,80.69,4727,5909,5.87
2,in,1082673,237.50,3699,5968,3.96
3,the,2484699,545.05,4651,5988,3.09
4,the,2484699,545.05,629,5988,0.21
