No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,378802,86.10,5022,6186,5.87
2,in,1101548,250.39,3820,6245,3.93
3,the,2559281,581.74,4956,6265,3.09
4,the,2559281,581.74,665,6265,0.19
