No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,43259,9.56,500,889,5.71
2,in,114850,25.39,355,923,3.81
3,the,257630,56.95,505,928,3.15
4,the,257630,56.95,74,928,0.38
