No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,66155,14.72,835,1241,5.83
2,in,181507,40.39,529,1278,3.71
3,the,399955,88.99,837,1285,3.23
4,the,399955,88.99,112,1285,0.33
