No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,9426,1.98,38,202,2.26
2,in,28652,6.01,94,216,1.97
3,is,15334,3.22,50,208,1.96
4,but,5990,1.26,18,201,1.84
5,that,14882,3.12,43,206,1.78
6,i,9426,1.98,22,206,1.48
7,is,15334,3.22,32,208,1.31
8,as,10480,2.20,17,205,0.95
9,a,26727,5.61,42,220,0.91
10,as,10480,2.20,14,205,0.67
11,be,13518,2.84,18,208,0.67
12,to,31123,6.53,41,216,0.65
13,was,10262,2.15,13,199,0.59
14,it,15013,3.15,18,207,0.52
15,it,15013,3.15,17,207,0.43
16,that,14882,3.12,16,206,0.36
17,be,13518,2.84,14,208,0.30
18,by,12907,2.71,13,213,0.26
19,the,116692,24.48,107,224,0.13
20,to,31123,6.53,27,216,0.05
21,a,26727,5.61,23,220,0.04
22,the,116692,24.48,93,224,-0.07
23,in,28652,6.01,20,216,-0.27
24,and,32659,6.85,22,220,-0.32
25,of,72706,15.25,45,224,-0.44
26,of,72706,15.25,45,224,-0.44
27,and,32659,6.85,13,220,-1.08
