No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,19467,8.68,235,239,2.76
2,this,11868,5.29,134,236,2.66
3,in,53781,23.97,360,242,1.91
4,is,25327,11.29,123,239,1.45
5,is,25327,11.29,107,239,1.24
6,we,5811,2.59,23,191,1.15
7,when,5562,2.48,21,221,1.08
8,not,7663,3.42,28,233,1.04
9,may,5848,2.61,20,224,0.94
10,i,10318,4.60,34,227,0.89
11,but,7088,3.16,22,236,0.80
12,from,14735,6.57,45,238,0.78
13,it,17885,7.97,53,237,0.73
14,which,19322,8.61,53,238,0.62
15,was,11549,5.15,31,228,0.59
16,a,38908,17.34,101,239,0.54
17,by,21106,9.41,53,240,0.49
18,be,17200,7.67,42,237,0.45
19,by,21106,9.41,51,240,0.44
20,it,17885,7.97,42,237,0.40
21,the,208386,92.87,483,242,0.38
22,of,124419,55.45,273,242,0.30
23,that,19467,8.68,38,239,0.13
24,to,44432,19.80,83,240,0.07
25,to,44432,19.80,81,240,0.03
26,be,17200,7.67,31,237,0.02
27,the,208386,92.87,372,242,0.00
28,a,38908,17.34,69,239,-0.01
29,as,17416,7.76,30,237,-0.05
30,with,15718,7.00,27,239,-0.05
31,this,11868,5.29,20,236,-0.08
32,at,16197,7.22,27,238,-0.10
33,and,53427,23.81,87,242,-0.13
34,in,53781,23.97,85,242,-0.17
35,with,15718,7.00,24,239,-0.22
36,as,17416,7.76,24,237,-0.37
37,which,19322,8.61,24,238,-0.52
38,of,124419,55.45,122,242,-0.86
39,and,53427,23.81,35,242,-1.44
