No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,16571,6.05,201,205,3.05
2,this,10376,3.79,97,205,2.68
3,in,42388,15.48,196,221,1.66
4,is,19349,7.06,84,221,1.57
5,not,6452,2.36,20,206,1.09
6,not,6452,2.36,19,206,1.01
7,from,11055,4.04,31,208,0.94
8,be,13640,4.98,38,218,0.93
9,but,5956,2.17,16,203,0.88
10,is,19349,7.06,50,221,0.82
11,a,30618,11.18,78,221,0.80
12,it,15072,5.50,38,211,0.79
13,by,17209,6.28,40,222,0.67
14,have,7229,2.64,16,201,0.60
15,i,9649,3.52,20,207,0.51
16,it,15072,5.50,31,211,0.49
17,as,13863,5.06,28,217,0.47
18,which,16129,5.89,32,211,0.44
19,by,17209,6.28,34,222,0.44
20,to,36060,13.17,69,222,0.39
21,the,160019,58.42,298,222,0.35
22,was,9306,3.40,17,203,0.32
23,to,36060,13.17,64,222,0.28
24,be,13640,4.98,24,218,0.27
25,this,10376,3.79,17,205,0.17
26,at,11037,4.03,18,219,0.16
27,in,42388,15.48,69,221,0.16
28,a,30618,11.18,46,221,0.04
29,as,13863,5.06,20,217,-0.02
30,with,12758,4.66,17,220,-0.13
31,the,160019,58.42,210,222,-0.15
32,of,93505,34.14,122,222,-0.16
33,and,40584,14.82,51,222,-0.22
34,that,16571,6.05,19,205,-0.35
35,of,93505,34.14,74,222,-0.88
36,and,40584,14.82,17,222,-1.80
