No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,457,0.23,32,137,5.10
2,owing,629,0.32,40,139,4.96
3,due,1639,0.84,70,187,4.38
4,that,28895,14.79,1072,202,4.18
5,view,1481,0.76,41,177,3.76
6,this,19934,10.21,140,202,1.78
7,in,86438,44.25,571,202,1.69
8,they,5705,2.92,37,192,1.66
9,by,26820,13.73,163,202,1.57
10,there,6184,3.17,34,199,1.42
11,no,7483,3.83,38,200,1.31
12,is,52448,26.85,256,202,1.25
13,has,8497,4.35,38,201,1.13
14,it,22183,11.36,89,202,0.97
15,we,9195,4.71,35,191,0.89
16,the,313923,160.71,1189,203,0.89
17,from,21592,11.05,80,202,0.86
18,to,61044,31.25,225,202,0.85
19,not,11017,5.64,38,201,0.75
20,but,10109,5.18,34,202,0.72
21,have,10229,5.24,34,202,0.70
22,is,52448,26.85,162,202,0.59
23,for,18543,9.49,56,202,0.56
24,was,12694,6.50,36,201,0.47
25,are,24107,12.34,65,202,0.40
26,be,22136,11.33,58,202,0.36
27,which,21400,10.96,56,202,0.35
28,it,22183,11.36,58,202,0.35
29,was,12694,6.50,33,201,0.34
30,the,313923,160.71,754,203,0.23
31,as,24423,12.50,56,202,0.16
32,this,19934,10.21,44,202,0.11
33,be,22136,11.33,48,202,0.08
34,in,86438,44.25,185,202,0.06
35,with,23449,12.00,50,202,0.06
36,and,85122,43.58,173,203,-0.01
37,a,71353,36.53,135,202,-0.11
38,for,18543,9.49,34,202,-0.16
39,a,71353,36.53,118,202,-0.31
40,of,175642,89.92,278,203,-0.37
41,of,175642,89.92,258,203,-0.48
42,are,24107,12.34,35,202,-0.50
43,as,24423,12.50,35,202,-0.51
44,to,61044,31.25,78,202,-0.68
45,and,85122,43.58,56,203,-1.64
