No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,8842,1.61,39,221,2.59
2,that,13350,2.44,44,225,2.17
3,is,13924,2.54,45,223,2.15
4,in,26280,4.80,69,239,1.85
5,but,5540,1.01,12,219,1.57
6,i,9379,1.71,20,222,1.55
7,is,13924,2.54,24,223,1.24
8,a,24657,4.50,36,238,1.00
9,as,9790,1.79,12,223,0.75
10,that,13350,2.44,15,225,0.62
11,to,29152,5.32,32,238,0.59
12,to,29152,5.32,32,238,0.59
13,a,24657,4.50,27,238,0.58
14,it,13962,2.55,15,226,0.56
15,be,12393,2.26,13,227,0.52
16,it,13962,2.55,14,226,0.46
17,be,12393,2.26,12,227,0.41
18,in,26280,4.80,20,239,0.06
19,the,111297,20.32,80,243,-0.02
20,the,111297,20.32,63,243,-0.37
21,of,64530,11.78,36,243,-0.39
22,and,30451,5.56,15,242,-0.57
23,of,64530,11.78,28,243,-0.75
24,and,30451,5.56,12,242,-0.89
